"steps","date","interval","days","period","period2"
"279",10.2381938208294,"2012-10-01",2310,"Mon","Weekday","Weekday"
"280",14.7910277834616,"2012-10-01",2315,"Mon","Weekday","Weekday"
"281",5.50547214903875,"2012-10-01",2320,"Mon","Weekday","Weekday"
"282",24.9698168401552,"2012-10-01",2325,"Mon","Weekday","Weekday"
"283",21.4734318946357,"2012-10-01",2330,"Mon","Weekday","Weekday"
"284",17.0676496965206,"2012-10-01",2335,"Mon","Weekday","Weekday"
"285",26.0220092918611,"2012-10-01",2340,"Mon","Weekday","Weekday"
"286",26.0168599007222,"2012-10-01",2345,"Mon","Weekday","Weekday"
"287",2.86499309071758,"2012-10-01",2350,"Mon","Weekday","Weekday"
"288",35.6619368755564,"2012-10-01",2355,"Mon","Weekday","Weekday"
"289",0,"2012-10-02",0,"Tues","Weekday","Weekday"
"290",0,"2012-10-02",5,"Tues","Weekday","Weekday"
"291",0,"2012-10-02",10,"Tues","Weekday","Weekday"
"292",0,"2012-10-02",15,"Tues","Weekday","Weekday"
"293",0,"2012-10-02",20,"Tues","Weekday","Weekday"
"294",0,"2012-10-02",25,"Tues","Weekday","Weekday"
"295",0,"2012-10-02",30,"Tues","Weekday","Weekday"
"296",0,"2012-10-02",35,"Tues","Weekday","Weekday"
"297",0,"2012-10-02",40,"Tues","Weekday","Weekday"
"298",0,"2012-10-02",45,"Tues","Weekday","Weekday"
"299",0,"2012-10-02",50,"Tues","Weekday","Weekday"
"300",0,"2012-10-02",55,"Tues","Weekday","Weekday"
"301",0,"2012-10-02",100,"Tues","Weekday","Weekday"
"302",0,"2012-10-02",105,"Tues","Weekday","Weekday"
"303",0,"2012-10-02",110,"Tues","Weekday","Weekday"
"304",0,"2012-10-02",115,"Tues","Weekday","Weekday"
"305",0,"2012-10-02",120,"Tues","Weekday","Weekday"
"306",0,"2012-10-02",125,"Tues","Weekday","Weekday"
"307",0,"2012-10-02",130,"Tues","Weekday","Weekday"
"308",0,"2012-10-02",135,"Tues","Weekday","Weekday"
"309",0,"2012-10-02",140,"Tues","Weekday","Weekday"
"310",0,"2012-10-02",145,"Tues","Weekday","Weekday"
"311",0,"2012-10-02",150,"Tues","Weekday","Weekday"
"312",0,"2012-10-02",155,"Tues","Weekday","Weekday"
"313",0,"2012-10-02",200,"Tues","Weekday","Weekday"
"314",0,"2012-10-02",205,"Tues","Weekday","Weekday"
"315",0,"2012-10-02",210,"Tues","Weekday","Weekday"
"316",0,"2012-10-02",215,"Tues","Weekday","Weekday"
"317",0,"2012-10-02",220,"Tues","Weekday","Weekday"
"318",0,"2012-10-02",225,"Tues","Weekday","Weekday"
"319",0,"2012-10-02",230,"Tues","Weekday","Weekday"
"320",0,"2012-10-02",235,"Tues","Weekday","Weekday"
"321",0,"2012-10-02",240,"Tues","Weekday","Weekday"
"322",0,"2012-10-02",245,"Tues","Weekday","Weekday"
"323",0,"2012-10-02",250,"Tues","Weekday","Weekday"
"324",0,"2012-10-02",255,"Tues","Weekday","Weekday"
"325",0,"2012-10-02",300,"Tues","Weekday","Weekday"
"326",0,"2012-10-02",305,"Tues","Weekday","Weekday"
"327",0,"2012-10-02",310,"Tues","Weekday","Weekday"
"328",0,"2012-10-02",315,"Tues","Weekday","Weekday"
"329",0,"2012-10-02",320,"Tues","Weekday","Weekday"
"330",0,"2012-10-02",325,"Tues","Weekday","Weekday"
"331",0,"2012-10-02",330,"Tues","Weekday","Weekday"
"332",0,"2012-10-02",335,"Tues","Weekday","Weekday"
"333",0,"2012-10-02",340,"Tues","Weekday","Weekday"
"334",0,"2012-10-02",345,"Tues","Weekday","Weekday"
"335",0,"2012-10-02",350,"Tues","Weekday","Weekday"
"336",0,"2012-10-02",355,"Tues","Weekday","Weekday"
"337",0,"2012-10-02",400,"Tues","Weekday","Weekday"
"338",0,"2012-10-02",405,"Tues","Weekday","Weekday"
"339",0,"2012-10-02",410,"Tues","Weekday","Weekday"
"340",0,"2012-10-02",415,"Tues","Weekday","Weekday"
"341",0,"2012-10-02",420,"Tues","Weekday","Weekday"
"342",0,"2012-10-02",425,"Tues","Weekday","Weekday"
"343",0,"2012-10-02",430,"Tues","Weekday","Weekday"
"344",0,"2012-10-02",435,"Tues","Weekday","Weekday"
"345",0,"2012-10-02",440,"Tues","Weekday","Weekday"
"346",0,"2012-10-02",445,"Tues","Weekday","Weekday"
"347",0,"2012-10-02",450,"Tues","Weekday","Weekday"
"348",0,"2012-10-02",455,"Tues","Weekday","Weekday"
"349",0,"2012-10-02",500,"Tues","Weekday","Weekday"
"350",0,"2012-10-02",505,"Tues","Weekday","Weekday"
"351",0,"2012-10-02",510,"Tues","Weekday","Weekday"
"352",0,"2012-10-02",515,"Tues","Weekday","Weekday"
"353",0,"2012-10-02",520,"Tues","Weekday","Weekday"
"354",0,"2012-10-02",525,"Tues","Weekday","Weekday"
"355",0,"2012-10-02",530,"Tues","Weekday","Weekday"
"356",0,"2012-10-02",535,"Tues","Weekday","Weekday"
"357",0,"2012-10-02",540,"Tues","Weekday","Weekday"
"358",0,"2012-10-02",545,"Tues","Weekday","Weekday"
"359",0,"2012-10-02",550,"Tues","Weekday","Weekday"
"360",0,"2012-10-02",555,"Tues","Weekday","Weekday"
"361",0,"2012-10-02",600,"Tues","Weekday","Weekday"
"362",0,"2012-10-02",605,"Tues","Weekday","Weekday"
"363",0,"2012-10-02",610,"Tues","Weekday","Weekday"
"364",0,"2012-10-02",615,"Tues","Weekday","Weekday"
"365",0,"2012-10-02",620,"Tues","Weekday","Weekday"
"366",0,"2012-10-02",625,"Tues","Weekday","Weekday"
"367",0,"2012-10-02",630,"Tues","Weekday","Weekday"
"368",0,"2012-10-02",635,"Tues","Weekday","Weekday"
"369",0,"2012-10-02",640,"Tues","Weekday","Weekday"
"370",0,"2012-10-02",645,"Tues","Weekday","Weekday"
"371",0,"2012-10-02",650,"Tues","Weekday","Weekday"
"372",0,"2012-10-02",655,"Tues","Weekday","Weekday"
"373",0,"2012-10-02",700,"Tues","Weekday","Weekday"
"374",0,"2012-10-02",705,"Tues","Weekday","Weekday"
"375",0,"2012-10-02",710,"Tues","Weekday","Weekday"
"376",0,"2012-10-02",715,"Tues","Weekday","Weekday"
"377",0,"2012-10-02",720,"Tues","Weekday","Weekday"
"378",0,"2012-10-02",725,"Tues","Weekday","Weekday"
"379",0,"2012-10-02",730,"Tues","Weekday","Weekday"
"380",0,"2012-10-02",735,"Tues","Weekday","Weekday"
"381",0,"2012-10-02",740,"Tues","Weekday","Weekday"
"382",0,"2012-10-02",745,"Tues","Weekday","Weekday"
"383",0,"2012-10-02",750,"Tues","Weekday","Weekday"
"384",0,"2012-10-02",755,"Tues","Weekday","Weekday"
"385",0,"2012-10-02",800,"Tues","Weekday","Weekday"
"386",0,"2012-10-02",805,"Tues","Weekday","Weekday"
"387",0,"2012-10-02",810,"Tues","Weekday","Weekday"
"388",0,"2012-10-02",815,"Tues","Weekday","Weekday"
"389",0,"2012-10-02",820,"Tues","Weekday","Weekday"
"390",0,"2012-10-02",825,"Tues","Weekday","Weekday"
